name,height,reach,stance,dob,url
Joe Soto,"5' 6""","65""",Orthodox,"Mar 22, 1987",http://ufcstats.com/fighter-details/a4e85a58fbce64b2
Erik Koch,"5' 10""","71""",Southpaw,"Oct 04, 1988",http://ufcstats.com/fighter-details/99bd87a300079ed9
Godofredo Pepey,"5' 7""","73""",Orthodox,"Jul 02, 1987",http://ufcstats.com/fighter-details/fa37628269132d1a
Juliana Lima,"5' 5""","65""",Orthodox,"Mar 15, 1982",http://ufcstats.com/fighter-details/75a6a390fd5dca46
Justine Kish,"5' 5""","64""",Orthodox,"Apr 13, 1988",http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Francimar Barroso,"6' 1""","75""",Orthodox,"Feb 28, 1980",http://ufcstats.com/fighter-details/b69f24c500d783e7
Thomas Almeida,"5' 7""","70""",Southpaw,"Jul 31, 1991",http://ufcstats.com/fighter-details/2b074403b7c6cdb4
Sabah Homasi,"6' 0""","72""",Orthodox,"Oct 19, 1988",http://ufcstats.com/fighter-details/71f048adbfed5b49
Dooho Choi,"5' 10""","70""",Orthodox,"Apr 10, 1991",http://ufcstats.com/fighter-details/e93b04e308913c2e
Tim Elliott,"5' 7""","66""",Southpaw,"Dec 24, 1986",http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Galore Bofando,"5' 11""","72""",Switch,"May 22, 1982",http://ufcstats.com/fighter-details/8a56ea383fd26e52
Abel Trujillo,"5' 8""","70""",Orthodox,"Sep 18, 1983",http://ufcstats.com/fighter-details/e14b5aa06eea9653
Oluwale Bamgbose,"5' 11""","78""",Switch,"Aug 04, 1987",http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Erick Silva,"6' 0""","74""",Orthodox,"Jun 21, 1984",http://ufcstats.com/fighter-details/5866fc86183a9fb8
Carls John De Tomas,"5' 5""","71""",Southpaw,"Aug 28, 1996",http://ufcstats.com/fighter-details/2a4200ead401a9ce
Antonio Braga Neto,"6' 3""","77""",Orthodox,"Oct 29, 1987",http://ufcstats.com/fighter-details/fae67903c4fe636b
Angela Magana,"5' 1""","65""",,"Aug 02, 1983",http://ufcstats.com/fighter-details/bd878a638e0e3be3
Nicco Montano,"5' 5""","65""",Southpaw,"Dec 16, 1988",http://ufcstats.com/fighter-details/1de9ad94de18eeaf
DeAnna Bennett,"5' 4""","68""",,"Nov 18, 1984",http://ufcstats.com/fighter-details/404ecb2700844072
Christina Marks,"5' 7""","69""",Orthodox,"Nov 08, 1985",http://ufcstats.com/fighter-details/c7be22a47a58365a
Ryan Janes,"6' 3""","76""",Orthodox,"Aug 22, 1981",http://ufcstats.com/fighter-details/b59037262c8fe060
Karine Gevorgyan,"5' 4""","63""",,"Mar 09, 1989",http://ufcstats.com/fighter-details/2db0c114414d4f06
Ariel Beck,"5' 6""","66""",,"Sep 16, 1990",http://ufcstats.com/fighter-details/b96939f2b8d88e82
Michael Bisping,"6' 1""","75""",Orthodox,"Feb 28, 1979",http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Wang Guan,"5' 9""","71""",Orthodox,"Mar 14, 1986",http://ufcstats.com/fighter-details/dd12382f28296f7b
Bobby Nash,"6' 0""","74""",Orthodox,"Mar 26, 1990",http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
Kailin Curran,"5' 4""","65""",Orthodox,"Apr 11, 1991",http://ufcstats.com/fighter-details/05b43e0ead3df345
Bharat Kandare,"5' 7""","72""",Orthodox,"Jun 20, 1987",http://ufcstats.com/fighter-details/efd2b3e9bb7965a4
Bojan Velickovic,"6' 0""","76""",Southpaw,"Dec 18, 1988",http://ufcstats.com/fighter-details/fcce75a25c14a804
Ryan Benoit,"5' 5""","68""",Orthodox,"Aug 25, 1989",http://ufcstats.com/fighter-details/20999e27ddd94bda
Ashkan Mokhtarian,"5' 6""","67""",Southpaw,"Sep 15, 1985",http://ufcstats.com/fighter-details/e9bc5748e6a76bb6
Will Brooks,"5' 10""","72""",Orthodox,"Oct 08, 1986",http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Anthony Hamilton,"6' 5""","76""",Orthodox,"Apr 14, 1980",http://ufcstats.com/fighter-details/c727c7d31c50c4cf
Matt Brown,"6' 0""","75""",Orthodox,"Jan 10, 1981",http://ufcstats.com/fighter-details/31123249b0bbf52e
Nate Marquardt,"6' 0""","74""",Orthodox,"Apr 20, 1979",http://ufcstats.com/fighter-details/a8e6a69796280f17
Michel Quinones,"5' 10""","73""",Orthodox,"Dec 22, 1984",http://ufcstats.com/fighter-details/5e84a859c6a82288
Jake Collier,"6' 3""","78""",Orthodox,"Oct 25, 1988",http://ufcstats.com/fighter-details/92fa1401b7927da3
Marcel Fortuna,"6' 1""","74""",Orthodox,"Oct 22, 1985",http://ufcstats.com/fighter-details/d761b3766e38c5db
Georges St-Pierre,"5' 11""","76""",Orthodox,"May 19, 1981",http://ufcstats.com/fighter-details/6506c1d34da9c013
Johny Hendricks,"5' 9""","69""",Southpaw,"Sep 12, 1983",http://ufcstats.com/fighter-details/0941df56f6ac954b
Hacran Dias,"5' 8""","69""",Orthodox,"Jun 16, 1984",http://ufcstats.com/fighter-details/ed209f6618c82e41
Christian Colombo,"6' 5""","80""",Orthodox,"Jul 01, 1980",http://ufcstats.com/fighter-details/9123c54d0a2b72dd
Jonathan Wilson,"6' 2""","75""",Southpaw,"Jul 17, 1987",http://ufcstats.com/fighter-details/cd01f0b768a32475
Marcin Held,"5' 9""","71""",Orthodox,"Jan 18, 1992",http://ufcstats.com/fighter-details/bf43fed8f29e1671
Pearl Gonzalez,"5' 4""","68""",Orthodox,"Aug 12, 1986",http://ufcstats.com/fighter-details/1ebdcb7488d0ebee
Marco Beltran,"5' 8""","69""",Orthodox,"May 18, 1986",http://ufcstats.com/fighter-details/ec71a892fada28c7
Takanori Gomi,"5' 7""","70""",Southpaw,"Sep 22, 1978",http://ufcstats.com/fighter-details/3be081c29bf734d9
Henrique da Silva,"6' 3""","76""",Orthodox,"Sep 01, 1989",http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Chanmi Jeon,"5' 5""","67""",Orthodox,"Aug 28, 1997",http://ufcstats.com/fighter-details/24174a3f44ce8e03
Hyun Gyu Lim,"6' 3""","77""",Orthodox,"Jan 16, 1985",http://ufcstats.com/fighter-details/203c957eac95dd87
Alex Reyes,"5' 11""","73""",Orthodox,"Oct 02, 1986",http://ufcstats.com/fighter-details/dc07493a87dc0a6e
Zu Anyanwu,"6' 1""","77""",Orthodox,"Aug 05, 1981",http://ufcstats.com/fighter-details/78d48d3874dacafd
Jason Saggo,"5' 11""","71""",Orthodox,"Nov 23, 1985",http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23
Gilbert Melendez,"5' 9""","73""",Orthodox,"Apr 12, 1982",http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
Gavin Tucker,"5' 6""","66""",Southpaw,"Jun 17, 1986",http://ufcstats.com/fighter-details/da816417a579a0bd
Mitch Clarke,"5' 10""","73""",Orthodox,"Nov 24, 1985",http://ufcstats.com/fighter-details/c76ec2bc3a57666a
Adriano Martins,"5' 10""","72""",Southpaw,"Dec 16, 1982",http://ufcstats.com/fighter-details/7dcf06c1967801c1
Abdul-Kerim Edilov,"6' 2""","78""",Orthodox,"Nov 25, 1991",http://ufcstats.com/fighter-details/37e03538c960bac6
Bojan Mihajlovic,"5' 11""","73""",Orthodox,"Mar 30, 1980",http://ufcstats.com/fighter-details/d6285cba1d1052e0
Andrew Holbrook,"5' 11""","70""",Southpaw,"Feb 06, 1986",http://ufcstats.com/fighter-details/66ab58d0b3783607
Hector Sandoval,"5' 2""","64""",Orthodox,"Jul 19, 1986",http://ufcstats.com/fighter-details/449c890bd90f3374
Rafael Natal,"6' 0""","76""",Orthodox,"Dec 25, 1982",http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
Damian Grabowski,"6' 1""","75""",Orthodox,"May 12, 1980",http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9
Chris Wade,"5' 10""","70""",Orthodox,"Sep 30, 1987",http://ufcstats.com/fighter-details/c8097968da5e5f13
Frankie Perez,"5' 11""","73""",Orthodox,"May 11, 1989",http://ufcstats.com/fighter-details/96c336b463e0662c
James Mulheron,"5' 10""","73""",Orthodox,"Feb 20, 1988",http://ufcstats.com/fighter-details/8d5350fa18b79e9a
Neil Seery,"5' 4""","64""",Orthodox,"Aug 30, 1979",http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Charlie Ward,"5' 11""","73""",Orthodox,"Dec 17, 1980",http://ufcstats.com/fighter-details/e81dd0bb8a64b550
Leslie Smith,"5' 9""","66""",Orthodox,"Aug 17, 1982",http://ufcstats.com/fighter-details/76984112f697631f
Amanda Lemos,"5' 4""","65""",Southpaw,"May 22, 1987",http://ufcstats.com/fighter-details/3df5493bb279226f
Daniel Omielanczuk,"6' 0""","74""",Southpaw,"Aug 31, 1982",http://ufcstats.com/fighter-details/470fedbc8563ac47
Travis Browne,"6' 6""","79""",Orthodox,"Jul 17, 1982",http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Jesse Taylor,"6' 0""","73""",Orthodox,"Jan 02, 1983",http://ufcstats.com/fighter-details/dd992d569aaebee6
Nick Roehrick,"6' 2""","75""",Orthodox,"Jul 06, 1987",http://ufcstats.com/fighter-details/7195e2a932686f82
Tom Gallicchio,"5' 10""","73""",Southpaw,"Sep 23, 1986",http://ufcstats.com/fighter-details/cc81c92fe2254935
Joachim Christensen,"6' 3""","76""",Orthodox,"Nov 07, 1978",http://ufcstats.com/fighter-details/2d447cc91bdaa545
Dennis Siver,"5' 6""","70""",Orthodox,"Jan 13, 1979",http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Johnny Case,"5' 10""","72""",Orthodox,"Jun 28, 1989",http://ufcstats.com/fighter-details/1f4b04a926ef1287
Josh Stansbury,"6' 2""","74""",,"Nov 19, 1984",http://ufcstats.com/fighter-details/30ea504870f8597b
Dong Hyun Kim,"6' 2""","76""",Southpaw,"Nov 17, 1981",http://ufcstats.com/fighter-details/9bcf8603ceb25680
Tarec Saffiedine,"5' 10""","70""",Switch,"Sep 06, 1986",http://ufcstats.com/fighter-details/0749d968e932df53
Kwan Ho Kwak,"5' 5""","70""",Switch,"Jun 18, 1989",http://ufcstats.com/fighter-details/c13042265355a290
Dominique Steele,"5' 10""","74""",Orthodox,"Jan 27, 1988",http://ufcstats.com/fighter-details/68c11c27d4d56572
Kiichi Kunimoto,"5' 10""","71""",Orthodox,"May 01, 1981",http://ufcstats.com/fighter-details/71df36d6d8cf0d74
Jimmy Wallhead,"5' 10""","73""",Orthodox,"Mar 14, 1984",http://ufcstats.com/fighter-details/0c670b443c3d269f
Alex Nicholson,"6' 4""","81""",Orthodox,"May 02, 1990",http://ufcstats.com/fighter-details/2b6d855c6e280fb1
Chris Camozzi,"6' 2""","76""",Orthodox,"Nov 20, 1986",http://ufcstats.com/fighter-details/6c2030e0a143a94b
Reza Madadi,"5' 11""","72""",Orthodox,"Jun 20, 1978",http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
Nico Musoke,"6' 0""","75""",Orthodox,"Apr 05, 1986",http://ufcstats.com/fighter-details/8b5f9ea38184ded3
Michael McBride,"6' 1""","75""",Orthodox,"Mar 09, 1986",http://ufcstats.com/fighter-details/443f60bec7c3c3d5
Jessica Penne,"5' 5""","67""",,"Jan 30, 1983",http://ufcstats.com/fighter-details/c742287ed86a09bc
Cindy Dandois,"5' 7""","68""",Orthodox,"Oct 26, 1984",http://ufcstats.com/fighter-details/9eef6584fab21fbb
Joe Proctor,"5' 10""","72""",Orthodox,"Aug 10, 1985",http://ufcstats.com/fighter-details/a36556bb1565e32d
Roy Nelson,"6' 0""","72""",Orthodox,"Jun 20, 1976",http://ufcstats.com/fighter-details/3f7c14c7eca7195d
Rashid Magomedov,"5' 9""","70""",Orthodox,"Nov 29, 1984",http://ufcstats.com/fighter-details/7ea1f74cef32f906
Augusto Mendes,"5' 6""","65""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
Nathan Coy,"5' 10""","69""",Southpaw,"Jul 24, 1978",http://ufcstats.com/fighter-details/15ec018d144710db
Anthony Johnson,"6' 2""","78""",Orthodox,"Mar 06, 1984",http://ufcstats.com/fighter-details/365fee2da473b177
Gegard Mousasi,"6' 2""","76""",Orthodox,"Aug 01, 1985",http://ufcstats.com/fighter-details/232c582f29f8f65e
Patrick Cote,"5' 11""","71""",Orthodox,"Feb 29, 1980",http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
Mike de la Torre,"5' 11""","71""",Orthodox,"Sep 22, 1986",http://ufcstats.com/fighter-details/1971869b7e054261
Charles Rosa,"5' 9""","69""",Switch,"Aug 24, 1986",http://ufcstats.com/fighter-details/40093d1d2d78394e
Brad Pickett,"5' 6""","68""",Orthodox,"Sep 24, 1978",http://ufcstats.com/fighter-details/c945adc22c2bfe8f
Teemu Packalen,"6' 1""","72""",Orthodox,"May 22, 1987",http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
Scott Askham,"6' 3""","75""",Southpaw,"May 20, 1988",http://ufcstats.com/fighter-details/06827d70c53ff0d9
Rony Jason,"5' 7""","70""",Orthodox,"Mar 21, 1984",http://ufcstats.com/fighter-details/b71ce838b01f2cad
Garreth McLellan,"6' 1""","72""",Southpaw,"Sep 01, 1982",http://ufcstats.com/fighter-details/f215cfbd4ba3c270
Sam Sicilia,"5' 8""","67""",Orthodox,"Feb 01, 1986",http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Alessandro Ricci,"5' 11""","69""",Orthodox,"Jul 21, 1982",http://ufcstats.com/fighter-details/bf9bc96336922271
Reginaldo Vieira,"5' 7""","65""",,"Nov 26, 1982",http://ufcstats.com/fighter-details/f9081770e28ea2e1
Phillipe Nover,"5' 9""","72""",Orthodox,"Feb 03, 1984",http://ufcstats.com/fighter-details/64360e618823a8e4
Roan Carneiro,"5' 11""","74""",Orthodox,"Jun 02, 1978",http://ufcstats.com/fighter-details/1c86754617d9813a
Michinori Tanaka,"5' 5""","67""",Orthodox,"Oct 04, 1990",http://ufcstats.com/fighter-details/64788ee44b062ded
Daniel Jolly,"6' 1""","75""",Orthodox,"Sep 03, 1984",http://ufcstats.com/fighter-details/eeabcd4dc6619129
Julianna Pena,"5' 6""","69""",,"Aug 19, 1989",http://ufcstats.com/fighter-details/3253b16d38ae087d
JC Cottrell,"5' 9""","71""",Orthodox,"Nov 04, 1989",http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
Viktor Pesta,"6' 3""","77""",Orthodox,"Jul 15, 1990",http://ufcstats.com/fighter-details/202b0467521c9d6f
Jocelyn Jones-Lybarger,"5' 7""","64""",Orthodox,"Oct 04, 1985",http://ufcstats.com/fighter-details/1a98c9dbb7fc3959
Ronda Rousey,"5' 7""","68""",Orthodox,"Feb 01, 1987",http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Dominick Cruz,"5' 8""","68""",Orthodox,"Mar 09, 1985",http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Brandon Thatch,"6' 2""","74""",Switch,"Jul 11, 1985",http://ufcstats.com/fighter-details/638cfec7ec559d6e
Urijah Faber,"5' 6""","67""",Orthodox,"May 14, 1979",http://ufcstats.com/fighter-details/78114b7199cef90c
Cole Miller,"6' 1""","74""",Orthodox,"Apr 26, 1984",http://ufcstats.com/fighter-details/282fa667ff9c51ed
James Moontasri,"5' 10""","71""",Switch,"Apr 10, 1988",http://ufcstats.com/fighter-details/c06a9b48d4132c8e
Takeya Mizugaki,"5' 7""","68""",Orthodox,"Dec 16, 1983",http://ufcstats.com/fighter-details/48e093ea1f43a053
Fredy Serrano,"5' 3""","65""",Orthodox,"Sep 22, 1979",http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Tim Kennedy,"5' 11""","74""",Orthodox,"Sep 01, 1979",http://ufcstats.com/fighter-details/3c660c90d48fc80d
Valerie Letourneau,"5' 7""","68""",Orthodox,"Apr 29, 1983",http://ufcstats.com/fighter-details/46a2f24feb258ae0
Zach Makovsky,"5' 4""","64""",Southpaw,"Apr 19, 1983",http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
Sean O'Connell,"6' 1""","74""",Orthodox,"Sep 02, 1983",http://ufcstats.com/fighter-details/cb52f9490c2dc069
Joe Gigliotti,"5' 11""","69""",Orthodox,"Aug 13, 1993",http://ufcstats.com/fighter-details/83825fad27ab3581
Tiago Trator,"5' 9""","70""",Orthodox,"Apr 12, 1987",http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
Keith Berish,"6' 0""","73""",Orthodox,"Nov 14, 1985",http://ufcstats.com/fighter-details/e3779ef06e98f185
Brendan O'Reilly,"5' 7""","69""",Orthodox,"Jun 24, 1987",http://ufcstats.com/fighter-details/494b0bfdbac74502
Elvis Mutapcic,"6' 0""","72""",Orthodox,"Jul 19, 1986",http://ufcstats.com/fighter-details/28c55b4087a6f136
Kyle Noke,"6' 1""","76""",Southpaw,"Mar 18, 1980",http://ufcstats.com/fighter-details/7339d340aa2889cb
Yusuke Kasuya,"5' 7""","67""",Southpaw,"Nov 16, 1989",http://ufcstats.com/fighter-details/3058888c33149a53
Seohee Ham,"5' 2""","62""",Southpaw,"Mar 08, 1987",http://ufcstats.com/fighter-details/165c244bcca3ed26
Jonathan Meunier,"6' 3""","75""",Switch,"Aug 04, 1987",http://ufcstats.com/fighter-details/5823ceab56741617
Richard Walsh,"6' 0""","73""",,"Dec 01, 1988",http://ufcstats.com/fighter-details/303a05a7aa3ff761
Geane Herrera,"5' 5""","66""",Orthodox,"May 27, 1990",http://ufcstats.com/fighter-details/c169545ab0825f44
Ning Guangyou,"5' 4""","64""",Southpaw,"Dec 15, 1981",http://ufcstats.com/fighter-details/2c1170b825f58e57
Yao Zhikui,"5' 5""","64""",Orthodox,"Feb 07, 1991",http://ufcstats.com/fighter-details/5ea918ea81b7dee2
Ryan Bader,"6' 2""","74""",Orthodox,"Jun 07, 1983",http://ufcstats.com/fighter-details/c0ab242c40decc55
Manvel Gamburyan,"5' 5""","67""",Orthodox,"May 08, 1981",http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
Magnus Cedenblad,"6' 5""","79""",Orthodox,"Apr 10, 1982",http://ufcstats.com/fighter-details/0e21976afc92e4d1
Kyoji Horiguchi,"5' 5""","66""",Orthodox,"Oct 12, 1990",http://ufcstats.com/fighter-details/98aa60cf58071fd6
Ali Bagautinov,"5' 4""","65""",Orthodox,"Jun 10, 1985",http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Anna Elmose,"5' 3""","65""",Orthodox,"Oct 06, 1984",http://ufcstats.com/fighter-details/1536a25e16fc299b
Milana Dudieva,"5' 3""","61""",Orthodox,"Aug 04, 1989",http://ufcstats.com/fighter-details/072a10e85f7d4bff
Miesha Tate,"5' 6""","65""",Orthodox,"Aug 18, 1986",http://ufcstats.com/fighter-details/b96619b3acd7d9da
Heather Jo Clark,"5' 6""","64""",,"Sep 19, 1980",http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
Erik Perez,"5' 8""","68""",Orthodox,"Nov 19, 1989",http://ufcstats.com/fighter-details/af62f99eb7606308
Erick Montano,"6' 0""","73""",Orthodox,"Nov 19, 1985",http://ufcstats.com/fighter-details/8163cd7de0342652
Jason Novelli,"6' 0""","75""",Orthodox,"Jun 08, 1979",http://ufcstats.com/fighter-details/459e4dc69ec669b2
Chris Avila,"5' 10""","72""",Orthodox,"Jan 16, 1993",http://ufcstats.com/fighter-details/4665cbf36b08193b
Dan Henderson,"5' 11""","74""",Orthodox,"Aug 24, 1970",http://ufcstats.com/fighter-details/1ccf4e7caff270df
Albert Tumenov,"5' 11""","73""",Orthodox,"Dec 26, 1991",http://ufcstats.com/fighter-details/ff6a1f63c254127e
Lukasz Sajewski,"5' 8""","71""",Orthodox,"Nov 27, 1990",http://ufcstats.com/fighter-details/fb41432b622992a9
Tamdan McCrory,"6' 4""","78""",Switch,"Nov 05, 1986",http://ufcstats.com/fighter-details/eff47295daf721a6
Cody East,"6' 3""","74""",Orthodox,"Jun 29, 1988",http://ufcstats.com/fighter-details/5713c1d2fac539ac
Kelly Faszholz,"5' 8""","67""",Orthodox,"Apr 09, 1985",http://ufcstats.com/fighter-details/9c42a0de8e012870
Antonio Silva,"6' 4""","80""",Orthodox,"Sep 14, 1979",http://ufcstats.com/fighter-details/8349d55cdecd393a
Hector Urbina,"5' 11""","73""",Orthodox,"Sep 17, 1987",http://ufcstats.com/fighter-details/4b8fb0453a596b8e
Glaico Franca,"6' 0""","77""",,"Feb 28, 1991",http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
Kenny Robertson,"5' 10""","74""",Orthodox,"Feb 14, 1984",http://ufcstats.com/fighter-details/6e0273f9478be71e
Maximo Blanco,"5' 8""","71""",Orthodox,"Oct 16, 1983",http://ufcstats.com/fighter-details/4a1329cc8eb0928a
Augusto Montano,"6' 1""","73""",Orthodox,"Oct 25, 1984",http://ufcstats.com/fighter-details/94508d80e1f885fc
Leonardo Augusto Leleco,"6' 0""","73""",Orthodox,"Apr 15, 1982",http://ufcstats.com/fighter-details/cc98d857b148e33a
Joey Gomez,"5' 10""","71""",Orthodox,"Aug 29, 1989",http://ufcstats.com/fighter-details/0778f94eb5d588a5
Caio Magalhaes,"6' 1""","73""",Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/0c5c66ddd1886b83
Sean Spencer,"5' 10""","75""",,"Jun 25, 1987",http://ufcstats.com/fighter-details/ab850a77a0fa487d
Josh Barnett,"6' 3""","78""",Orthodox,"Nov 10, 1977",http://ufcstats.com/fighter-details/ad3f53c454cbbead
Tae Hyun Bang,"5' 9""","71""",Switch,"Apr 15, 1983",http://ufcstats.com/fighter-details/9a2d3567abc02e34
Nicolas Dalby,"5' 11""","74""",Orthodox,"Nov 16, 1984",http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Taylor Lapilus,"5' 6""","73""",Southpaw,"Apr 08, 1992",http://ufcstats.com/fighter-details/8b1ed83b02303075
Leandro Issa,"5' 7""","69""",Orthodox,"Sep 19, 1983",http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a
Jarjis Danho,"6' 3""","74""",Orthodox,"Oct 15, 1983",http://ufcstats.com/fighter-details/8614b7134913f5d5
Leandro Silva,"5' 9""","72""",Orthodox,"Nov 11, 1985",http://ufcstats.com/fighter-details/159da492e000afbf
Kevin Casey,"5' 11""","77""",Southpaw,"Jun 15, 1981",http://ufcstats.com/fighter-details/8d9586726252dbf7
Shane Campbell,"6' 0""","71""",Orthodox,"Jan 21, 1987",http://ufcstats.com/fighter-details/784285b7ae7dd85f
Nate Diaz,"6' 0""","76""",Southpaw,"Apr 16, 1985",http://ufcstats.com/fighter-details/8355922d564b152c
Rick Story,"5' 9""","71""",Southpaw,"Aug 28, 1984",http://ufcstats.com/fighter-details/5b5307450405abf0
Elizabeth Phillips,"5' 6""","65""",Orthodox,"Aug 20, 1986",http://ufcstats.com/fighter-details/dcbf01d605681ad1
Lorenz Larkin,"5' 11""","72""",Orthodox,"Sep 03, 1986",http://ufcstats.com/fighter-details/9450848a71d53776
Alberto Uda,"6' 3""","77""",Orthodox,"Aug 08, 1984",http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Horacio Gutierrez,"5' 10""","69""",,"Sep 15, 1990",http://ufcstats.com/fighter-details/cd85b48dc880fabd
Tatsuya Kawajiri,"5' 7""","69""",Orthodox,"May 08, 1978",http://ufcstats.com/fighter-details/80d918336163b80c
Francisco Rivera,"5' 8""","68""",Orthodox,"Oct 08, 1981",http://ufcstats.com/fighter-details/7ea4a9f07df33a45
Michael Graves,"5' 10""","71""",,"Jan 08, 1991",http://ufcstats.com/fighter-details/3f1d23b01c552a13
Cesar Arzamendia,"5' 11""","71""",,"Jan 31, 1991",http://ufcstats.com/fighter-details/49f78022126bf4a4
Jim Alers,"5' 9""","71""",Orthodox,"Oct 14, 1986",http://ufcstats.com/fighter-details/fe5a9547479396ab
Michael McDonald,"5' 9""","70""",Orthodox,"Jan 15, 1991",http://ufcstats.com/fighter-details/d0314416a7f26527
Josh Samman,"6' 3""","79""",Orthodox,"Mar 14, 1988",http://ufcstats.com/fighter-details/9deff9e3e8d94d47
Cristina Stanciu,"5' 3""","64""",Orthodox,"Mar 29, 1994",http://ufcstats.com/fighter-details/175852708cb55776
Cody Pfister,"5' 10""","73""",Orthodox,"Jul 12, 1990",http://ufcstats.com/fighter-details/5904b0b38dc6718d
Brock Lesnar,"6' 3""","81""",Orthodox,"Jul 12, 1977",http://ufcstats.com/fighter-details/513c6f1715e547a8
Enrique Marin,"5' 10""","74""",,"Sep 02, 1986",http://ufcstats.com/fighter-details/23a6e307077c6ccc
Thiago Tavares,"5' 7""","68""",Orthodox,"Nov 08, 1984",http://ufcstats.com/fighter-details/8a59d346dc976a10
Fernando Bruno,"5' 6""","70""",,"Feb 24, 1982",http://ufcstats.com/fighter-details/b8c0f30ee9a98b69
Cory Hendricks,"6' 3""",--,,"May 10, 1988",http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6
